message_id,channel,channel_type,author,timestamp,message_type,content_length,mentions_count,responses_count,reactions_count,is_after_hours,is_weekend,sprint_number,contains_blocked_keyword,contains_urgent_keyword
13026,general-dev,general,lisa.chen,2024-06-20 13:09:00,urgent,36,5,1,2,False,False,13,False,True
13027,architecture-discussion,technical,sarah.johnson,2024-06-20 18:57:00,general,17,1,1,1,False,False,13,False,False
13028,architecture-discussion,technical,lisa.chen,2024-06-20 15:56:00,general,28,1,2,2,False,False,13,False,False
13029,phoenix-daily,standup,emma.jones,2024-06-20 05:28:00,general,21,0,0,4,True,False,13,False,False
13030,phoenix-team,team,sarah.johnson,2024-06-20 12:01:00,general,33,0,2,3,False,False,13,False,False
13031,modernization-effort,project,david.kumar,2024-06-20 09:06:00,urgent,36,3,6,3,False,False,13,False,True
13032,modernization-effort,project,jordan.davis,2024-06-20 04:04:00,general,21,0,0,2,True,False,13,False,False
13033,phoenix-daily,standup,sam.miller,2024-06-20 11:52:00,general,21,0,1,4,False,False,13,False,False
13034,architecture-discussion,technical,rachel.wilson,2024-06-20 08:04:00,urgent,36,5,6,3,False,False,13,False,True
13035,architecture-discussion,technical,tom.garcia,2024-06-20 23:20:00,general,17,1,2,2,True,False,13,False,False
13036,production-alerts,alerts,emma.jones,2024-06-20 20:44:00,general,21,0,2,1,True,False,13,False,False
13037,phoenix-team,team,lisa.chen,2024-06-20 14:32:00,general,17,0,1,0,False,False,13,False,False
13038,architecture-discussion,technical,ana.lopez,2024-06-20 10:24:00,general,33,1,0,1,False,False,13,False,False
13039,modernization-effort,project,tom.garcia,2024-06-20 10:42:00,general,17,1,2,3,False,False,13,False,False
13040,modernization-effort,project,jordan.davis,2024-06-20 10:13:00,blocked,22,1,5,4,False,False,13,True,False
13041,phoenix-daily,standup,mark.smith,2024-06-20 14:51:00,general,21,1,0,1,False,False,13,False,False
13042,architecture-discussion,technical,sarah.johnson,2024-06-20 06:22:00,general,21,1,2,3,True,False,13,False,False
13043,phoenix-team,team,lisa.chen,2024-06-20 17:47:00,general,28,1,0,4,False,False,13,False,False
13044,production-alerts,alerts,emma.jones,2024-06-20 10:28:00,blocked,24,2,2,4,False,False,13,True,False
13045,architecture-discussion,technical,david.kumar,2024-06-20 04:12:00,blocked,22,3,5,2,True,False,13,True,False
13046,production-alerts,alerts,jordan.davis,2024-06-20 16:56:00,general,28,1,2,0,False,False,13,False,False
13047,production-alerts,alerts,david.kumar,2024-06-20 14:46:00,general,21,0,0,3,False,False,13,False,False
13048,production-alerts,alerts,mark.smith,2024-06-20 13:57:00,general,33,0,2,4,False,False,13,False,False
13049,modernization-effort,project,rachel.wilson,2024-06-20 18:37:00,blocked,24,3,0,0,False,False,13,True,False
13050,general-dev,general,david.kumar,2024-06-20 10:47:00,general,28,1,1,2,False,False,13,False,False
13051,modernization-effort,project,rachel.wilson,2024-06-20 16:42:00,blocked,24,2,0,4,False,False,13,True,False
13052,phoenix-team,team,lisa.chen,2024-06-20 13:20:00,general,21,0,0,3,False,False,13,False,False
13053,architecture-discussion,technical,james.taylor,2024-06-20 15:00:00,general,21,0,0,3,False,False,13,False,False
13054,production-alerts,alerts,emma.jones,2024-06-20 21:20:00,urgent,38,5,0,2,True,False,13,False,True
13055,modernization-effort,project,sarah.johnson,2024-06-20 16:29:00,general,17,1,1,2,False,False,13,False,False
13056,general-dev,general,jordan.davis,2024-06-20 12:36:00,blocked,26,3,1,3,False,False,13,True,False
13057,phoenix-daily,standup,mark.smith,2024-06-20 10:32:00,blocked,27,2,6,1,False,False,13,True,False
13058,production-alerts,alerts,emma.jones,2024-06-20 07:10:00,general,17,0,2,2,True,False,13,False,False
13059,architecture-discussion,technical,sam.miller,2024-06-20 20:06:00,blocked,22,2,0,0,True,False,13,True,False
13060,phoenix-team,team,lisa.chen,2024-06-20 16:52:00,blocked,27,1,6,0,False,False,13,True,False
13061,modernization-effort,project,alex.brown,2024-06-20 13:13:00,blocked,22,2,0,4,False,False,13,True,False
13062,modernization-effort,project,david.kumar,2024-06-20 02:43:00,urgent,38,5,5,1,True,False,13,False,True
13063,architecture-discussion,technical,jordan.davis,2024-06-20 09:10:00,general,28,0,0,3,False,False,13,False,False
13064,modernization-effort,project,mark.smith,2024-06-20 02:12:00,general,28,1,2,0,True,False,13,False,False
13065,architecture-discussion,technical,jordan.davis,2024-06-20 17:15:00,general,17,0,2,0,False,False,13,False,False
13066,phoenix-team,team,tom.garcia,2024-06-20 05:24:00,blocked,26,3,1,1,True,False,13,True,False
13067,phoenix-team,team,jordan.davis,2024-06-20 04:36:00,general,17,1,2,0,True,False,13,False,False
13068,phoenix-daily,standup,ana.lopez,2024-06-20 10:41:00,general,21,1,1,2,False,False,13,False,False
13069,production-alerts,alerts,david.kumar,2024-06-20 00:38:00,urgent,39,3,0,0,True,False,13,False,True
13070,architecture-discussion,technical,sarah.johnson,2024-06-20 08:55:00,blocked,27,1,6,0,False,False,13,True,False
13071,phoenix-team,team,sam.miller,2024-06-20 17:34:00,general,28,0,1,4,False,False,13,False,False
13072,general-dev,general,alex.brown,2024-06-20 17:38:00,general,28,1,2,1,False,False,13,False,False
13073,general-dev,general,sarah.johnson,2024-06-20 15:41:00,urgent,36,2,2,4,False,False,13,False,True
13074,phoenix-team,team,sam.miller,2024-06-20 12:06:00,general,28,1,2,2,False,False,13,False,False
13075,production-alerts,alerts,rachel.wilson,2024-06-20 16:02:00,general,33,1,1,3,False,False,13,False,False
13076,production-alerts,alerts,lisa.chen,2024-06-20 07:54:00,general,28,0,2,4,True,False,13,False,False
13077,phoenix-daily,standup,emma.jones,2024-06-20 14:27:00,blocked,26,1,2,1,False,False,13,True,False
13078,phoenix-daily,standup,rachel.wilson,2024-06-20 15:53:00,general,17,1,2,2,False,False,13,False,False
13079,production-alerts,alerts,ana.lopez,2024-06-20 12:55:00,urgent,38,4,3,1,False,False,13,False,True
13080,architecture-discussion,technical,ana.lopez,2024-06-20 21:46:00,general,33,1,0,0,True,False,13,False,False
13081,architecture-discussion,technical,james.taylor,2024-06-20 16:42:00,general,33,1,1,1,False,False,13,False,False
13082,architecture-discussion,technical,emma.jones,2024-06-20 15:37:00,blocked,26,2,5,0,False,False,13,True,False
13083,architecture-discussion,technical,lisa.chen,2024-06-20 09:22:00,general,21,1,2,3,False,False,13,False,False
13084,phoenix-team,team,rachel.wilson,2024-06-20 00:59:00,blocked,26,3,2,0,True,False,13,True,False
13085,general-dev,general,tom.garcia,2024-06-20 15:00:00,general,28,1,1,1,False,False,13,False,False
13086,modernization-effort,project,james.taylor,2024-06-20 08:06:00,urgent,39,3,5,3,False,False,13,False,True
13087,production-alerts,alerts,james.taylor,2024-06-20 12:28:00,blocked,24,1,1,2,False,False,13,True,False
13088,architecture-discussion,technical,mark.smith,2024-06-20 19:43:00,blocked,24,1,6,3,True,False,13,True,False
13089,architecture-discussion,technical,sarah.johnson,2024-06-20 03:23:00,urgent,39,2,3,1,True,False,13,False,True
13090,architecture-discussion,technical,emma.jones,2024-06-20 20:11:00,urgent,45,4,2,2,True,False,13,False,True
13091,production-alerts,alerts,ana.lopez,2024-06-20 11:56:00,general,17,1,0,1,False,False,13,False,False
13092,phoenix-team,team,james.taylor,2024-06-20 13:10:00,blocked,24,1,4,2,False,False,13,True,False
13093,phoenix-team,team,jordan.davis,2024-06-20 08:17:00,blocked,24,1,0,1,False,False,13,True,False
13094,production-alerts,alerts,david.kumar,2024-06-20 13:55:00,general,21,1,0,0,False,False,13,False,False
13095,phoenix-team,team,lisa.chen,2024-06-20 14:38:00,blocked,24,3,3,4,False,False,13,True,False
13096,phoenix-daily,standup,jordan.davis,2024-06-20 20:50:00,urgent,38,2,5,3,True,False,13,False,True
13097,general-dev,general,david.kumar,2024-06-20 17:45:00,general,33,1,2,4,False,False,13,False,False
13098,architecture-discussion,technical,sarah.johnson,2024-06-20 11:20:00,urgent,36,4,0,4,False,False,13,False,True
13099,production-alerts,alerts,sarah.johnson,2024-06-21 19:41:00,urgent,38,3,5,2,True,False,13,False,True
13100,production-alerts,alerts,alex.brown,2024-06-21 15:48:00,urgent,34,5,4,4,False,False,13,False,True
13101,phoenix-daily,standup,sam.miller,2024-06-21 20:51:00,general,28,1,1,2,True,False,13,False,False
13102,general-dev,general,tom.garcia,2024-06-21 05:33:00,blocked,24,2,6,1,True,False,13,True,False
13103,general-dev,general,sarah.johnson,2024-06-21 21:00:00,general,21,0,1,1,True,False,13,False,False
13104,architecture-discussion,technical,jordan.davis,2024-06-21 11:30:00,general,33,1,0,0,False,False,13,False,False
13105,general-dev,general,sam.miller,2024-06-21 11:41:00,blocked,24,1,1,2,False,False,13,True,False
13106,architecture-discussion,technical,lisa.chen,2024-06-21 14:01:00,general,17,0,1,3,False,False,13,False,False
13107,production-alerts,alerts,mark.smith,2024-06-21 08:56:00,blocked,26,3,6,3,False,False,13,True,False
13108,architecture-discussion,technical,ana.lopez,2024-06-21 09:28:00,general,33,1,2,4,False,False,13,False,False
13109,phoenix-daily,standup,sam.miller,2024-06-21 11:19:00,urgent,34,3,6,2,False,False,13,False,True
13110,architecture-discussion,technical,david.kumar,2024-06-21 18:47:00,urgent,45,3,3,1,False,False,13,False,True
13111,general-dev,general,mark.smith,2024-06-21 14:03:00,general,21,0,0,0,False,False,13,False,False
13112,architecture-discussion,technical,jordan.davis,2024-06-21 09:28:00,general,21,0,0,0,False,False,13,False,False
13113,production-alerts,alerts,david.kumar,2024-06-21 13:04:00,general,33,1,0,3,False,False,13,False,False
13114,architecture-discussion,technical,sarah.johnson,2024-06-21 15:32:00,blocked,27,1,6,3,False,False,13,True,False
13115,general-dev,general,alex.brown,2024-06-21 03:28:00,general,21,0,1,4,True,False,13,False,False
13116,general-dev,general,james.taylor,2024-06-21 09:15:00,urgent,34,2,5,4,False,False,13,False,True
13117,architecture-discussion,technical,rachel.wilson,2024-06-21 09:22:00,general,28,1,1,0,False,False,13,False,False
13118,architecture-discussion,technical,rachel.wilson,2024-06-21 14:49:00,general,17,1,0,3,False,False,13,False,False
13119,phoenix-daily,standup,alex.brown,2024-06-21 12:49:00,blocked,24,3,6,2,False,False,13,True,False
13120,phoenix-daily,standup,emma.jones,2024-06-21 09:58:00,general,17,1,1,4,False,False,13,False,False
13121,architecture-discussion,technical,sarah.johnson,2024-06-21 23:00:00,blocked,26,2,2,3,True,False,13,True,False
13122,phoenix-daily,standup,alex.brown,2024-06-21 15:36:00,general,33,0,0,1,False,False,13,False,False
13123,production-alerts,alerts,sarah.johnson,2024-06-21 14:02:00,blocked,26,3,0,2,False,False,13,True,False
13124,architecture-discussion,technical,emma.jones,2024-06-21 14:27:00,general,17,1,2,1,False,False,13,False,False
13125,general-dev,general,alex.brown,2024-06-21 14:46:00,urgent,34,3,4,1,False,False,13,False,True
13126,general-dev,general,david.kumar,2024-06-21 09:21:00,blocked,26,2,3,4,False,False,13,True,False
13127,general-dev,general,james.taylor,2024-06-21 18:10:00,urgent,45,5,0,3,False,False,13,False,True
13128,modernization-effort,project,david.kumar,2024-06-21 19:50:00,general,21,0,1,2,True,False,13,False,False
13129,architecture-discussion,technical,sarah.johnson,2024-06-21 11:15:00,urgent,45,4,6,1,False,False,13,False,True
13130,phoenix-team,team,lisa.chen,2024-06-21 22:43:00,general,21,0,0,4,True,False,13,False,False
13131,architecture-discussion,technical,jordan.davis,2024-06-21 05:28:00,general,21,1,0,3,True,False,13,False,False
13132,architecture-discussion,technical,mark.smith,2024-06-21 07:12:00,blocked,26,1,3,1,True,False,13,True,False
13133,phoenix-daily,standup,sam.miller,2024-06-21 12:33:00,blocked,26,3,2,0,False,False,13,True,False
13134,architecture-discussion,technical,lisa.chen,2024-06-21 10:50:00,general,33,1,0,1,False,False,13,False,False
13135,production-alerts,alerts,rachel.wilson,2024-06-21 15:28:00,urgent,45,5,3,2,False,False,13,False,True
13136,architecture-discussion,technical,lisa.chen,2024-06-21 11:12:00,general,21,0,0,3,False,False,13,False,False
13137,production-alerts,alerts,rachel.wilson,2024-06-21 13:55:00,general,33,0,1,2,False,False,13,False,False
13138,phoenix-team,team,sam.miller,2024-06-21 19:31:00,urgent,39,2,3,4,True,False,13,False,True
13139,phoenix-team,team,jordan.davis,2024-06-21 23:25:00,general,33,1,1,1,True,False,13,False,False
13140,phoenix-team,team,david.kumar,2024-06-21 15:11:00,general,21,0,0,3,False,False,13,False,False
13141,general-dev,general,jordan.davis,2024-06-21 16:49:00,general,33,0,0,2,False,False,13,False,False
13142,phoenix-team,team,jordan.davis,2024-06-21 02:17:00,urgent,34,2,4,2,True,False,13,False,True
13143,production-alerts,alerts,sam.miller,2024-06-21 18:40:00,general,28,1,0,4,False,False,13,False,False
13144,phoenix-team,team,sam.miller,2024-06-21 10:17:00,general,21,1,2,3,False,False,13,False,False
13145,modernization-effort,project,jordan.davis,2024-06-21 14:32:00,urgent,45,2,6,3,False,False,13,False,True
13146,phoenix-daily,standup,ana.lopez,2024-06-21 09:52:00,general,33,1,1,0,False,False,13,False,False
13147,production-alerts,alerts,david.kumar,2024-06-21 01:57:00,general,33,0,1,2,True,False,13,False,False
13148,modernization-effort,project,lisa.chen,2024-06-21 02:30:00,urgent,36,5,1,1,True,False,13,False,True
13149,general-dev,general,james.taylor,2024-06-21 09:35:00,general,21,1,2,4,False,False,13,False,False
13150,general-dev,general,emma.jones,2024-06-21 17:52:00,urgent,36,2,0,0,False,False,13,False,True
13151,general-dev,general,sam.miller,2024-06-21 12:09:00,urgent,34,2,0,1,False,False,13,False,True
13152,modernization-effort,project,alex.brown,2024-06-21 18:26:00,general,28,1,1,0,False,False,13,False,False
13153,production-alerts,alerts,ana.lopez,2024-06-21 10:54:00,general,21,1,0,2,False,False,13,False,False
13154,architecture-discussion,technical,sam.miller,2024-06-21 12:02:00,blocked,27,2,3,2,False,False,13,True,False
13155,phoenix-team,team,emma.jones,2024-06-21 03:35:00,general,17,1,1,2,True,False,13,False,False
13156,production-alerts,alerts,emma.jones,2024-06-21 10:37:00,general,33,1,0,3,False,False,13,False,False
13157,phoenix-daily,standup,james.taylor,2024-06-21 08:34:00,urgent,36,5,4,3,False,False,13,False,True
13158,phoenix-team,team,sarah.johnson,2024-06-21 10:47:00,urgent,45,5,5,4,False,False,13,False,True
13159,phoenix-team,team,jordan.davis,2024-06-21 19:43:00,blocked,24,3,2,0,True,False,13,True,False
13160,phoenix-team,team,tom.garcia,2024-06-21 16:11:00,general,33,0,2,1,False,False,13,False,False
13161,phoenix-team,team,tom.garcia,2024-06-21 14:21:00,urgent,39,5,6,3,False,False,13,False,True
13162,production-alerts,alerts,david.kumar,2024-06-21 23:50:00,urgent,34,2,0,0,True,False,13,False,True
13163,modernization-effort,project,david.kumar,2024-06-21 16:18:00,general,21,1,2,4,False,False,13,False,False
13164,phoenix-daily,standup,james.taylor,2024-06-21 02:57:00,general,33,0,0,0,True,False,13,False,False
13165,phoenix-daily,standup,lisa.chen,2024-06-21 18:08:00,urgent,45,3,3,0,False,False,13,False,True
13166,modernization-effort,project,emma.jones,2024-06-21 15:36:00,general,33,1,2,3,False,False,13,False,False
13167,modernization-effort,project,ana.lopez,2024-06-21 05:38:00,general,33,0,2,0,True,False,13,False,False
13168,general-dev,general,james.taylor,2024-06-21 18:38:00,general,33,1,1,1,False,False,13,False,False
13169,phoenix-team,team,james.taylor,2024-06-21 12:56:00,general,17,0,2,2,False,False,13,False,False
13170,phoenix-team,team,lisa.chen,2024-06-21 13:05:00,general,33,0,2,1,False,False,13,False,False
13171,general-dev,general,ana.lopez,2024-06-21 10:30:00,general,33,0,1,1,False,False,13,False,False
13172,architecture-discussion,technical,alex.brown,2024-06-21 06:07:00,urgent,34,5,0,4,True,False,13,False,True
13173,production-alerts,alerts,lisa.chen,2024-06-21 17:02:00,general,17,0,1,4,False,False,13,False,False
13174,phoenix-team,team,lisa.chen,2024-06-21 10:40:00,blocked,27,1,5,2,False,False,13,True,False
13175,phoenix-team,team,james.taylor,2024-06-21 11:52:00,general,17,1,0,1,False,False,13,False,False
13176,phoenix-team,team,lisa.chen,2024-06-21 11:58:00,general,17,0,2,0,False,False,13,False,False
13177,modernization-effort,project,rachel.wilson,2024-06-21 08:21:00,general,21,1,1,1,False,False,13,False,False
13178,architecture-discussion,technical,rachel.wilson,2024-06-21 09:01:00,urgent,36,5,4,2,False,False,13,False,True
13179,architecture-discussion,technical,david.kumar,2024-06-21 06:31:00,general,21,0,0,3,True,False,13,False,False
13180,general-dev,general,alex.brown,2024-06-21 15:16:00,urgent,34,2,5,2,False,False,13,False,True
13181,modernization-effort,project,sam.miller,2024-06-21 18:38:00,urgent,34,4,0,1,False,False,13,False,True
13182,production-alerts,alerts,mark.smith,2024-06-21 18:39:00,urgent,39,2,6,3,False,False,13,False,True
13183,phoenix-team,team,sarah.johnson,2024-06-21 11:03:00,blocked,22,1,5,2,False,False,13,True,False
13184,phoenix-team,team,mark.smith,2024-06-21 08:01:00,general,17,1,1,4,False,False,13,False,False
13185,phoenix-daily,standup,tom.garcia,2024-06-21 02:48:00,urgent,39,2,2,2,True,False,13,False,True
13186,phoenix-team,team,sam.miller,2024-06-21 22:55:00,urgent,36,5,6,2,True,False,13,False,True
13187,production-alerts,alerts,sam.miller,2024-06-21 08:44:00,general,17,1,2,3,False,False,13,False,False
13188,phoenix-team,team,alex.brown,2024-06-21 15:07:00,blocked,27,3,1,2,False,False,13,True,False
13189,phoenix-team,team,tom.garcia,2024-06-21 11:24:00,blocked,24,3,5,0,False,False,13,True,False
13190,architecture-discussion,technical,sarah.johnson,2024-06-21 17:40:00,urgent,38,4,2,0,False,False,13,False,True
13191,phoenix-daily,standup,jordan.davis,2024-06-21 22:35:00,general,17,0,2,0,True,False,13,False,False
13192,production-alerts,alerts,emma.jones,2024-06-21 11:14:00,urgent,38,3,6,4,False,False,13,False,True
13193,modernization-effort,project,sam.miller,2024-06-21 18:20:00,general,17,0,0,2,False,False,13,False,False
13194,phoenix-daily,standup,lisa.chen,2024-06-21 08:31:00,urgent,39,4,5,2,False,False,13,False,True
13195,production-alerts,alerts,tom.garcia,2024-06-21 21:47:00,general,33,0,2,0,True,False,13,False,False
13196,production-alerts,alerts,james.taylor,2024-06-21 04:32:00,general,17,0,2,4,True,False,13,False,False
13197,general-dev,general,sam.miller,2024-06-21 07:48:00,urgent,36,4,2,4,True,False,13,False,True
13198,phoenix-daily,standup,rachel.wilson,2024-06-21 20:09:00,blocked,24,1,6,2,True,False,13,True,False
13199,architecture-discussion,technical,emma.jones,2024-06-21 00:12:00,urgent,38,3,6,0,True,False,13,False,True
13200,general-dev,general,emma.jones,2024-06-21 16:50:00,urgent,38,4,6,1,False,False,13,False,True
13201,phoenix-daily,standup,lisa.chen,2024-06-22 07:53:00,general,21,1,1,1,True,True,13,False,False
13202,production-alerts,alerts,jordan.davis,2024-06-22 15:10:00,blocked,27,1,4,4,False,True,13,True,False
13203,phoenix-team,team,jordan.davis,2024-06-22 08:52:00,urgent,45,4,6,3,False,True,13,False,True
13204,architecture-discussion,technical,james.taylor,2024-06-22 06:27:00,urgent,45,2,1,3,True,True,13,False,True
13205,phoenix-daily,standup,ana.lopez,2024-06-22 04:36:00,blocked,26,3,4,0,True,True,13,True,False
13206,modernization-effort,project,lisa.chen,2024-06-22 13:41:00,blocked,24,1,6,2,False,True,13,True,False
13207,architecture-discussion,technical,alex.brown,2024-06-22 15:36:00,general,17,1,0,2,False,True,13,False,False
13208,phoenix-daily,standup,emma.jones,2024-06-22 04:21:00,general,28,0,2,3,True,True,13,False,False
13209,architecture-discussion,technical,alex.brown,2024-06-22 13:06:00,blocked,27,2,5,0,False,True,13,True,False
13210,architecture-discussion,technical,lisa.chen,2024-06-22 06:26:00,general,28,0,2,4,True,True,13,False,False
13211,production-alerts,alerts,david.kumar,2024-06-22 13:24:00,blocked,26,3,3,4,False,True,13,True,False
13212,phoenix-team,team,tom.garcia,2024-06-22 18:28:00,urgent,45,2,4,2,False,True,13,False,True
13213,production-alerts,alerts,jordan.davis,2024-06-22 17:08:00,blocked,24,2,0,1,False,True,13,True,False
13214,modernization-effort,project,sarah.johnson,2024-06-22 09:08:00,blocked,22,3,4,1,False,True,13,True,False
13215,general-dev,general,tom.garcia,2024-06-22 06:31:00,blocked,27,3,5,0,True,True,13,True,False
13216,architecture-discussion,technical,rachel.wilson,2024-06-22 20:39:00,general,33,0,0,3,True,True,13,False,False
13217,production-alerts,alerts,james.taylor,2024-06-22 15:21:00,general,28,0,2,1,False,True,13,False,False
13218,phoenix-daily,standup,sam.miller,2024-06-22 16:59:00,urgent,34,2,0,2,False,True,13,False,True
13219,production-alerts,alerts,mark.smith,2024-06-22 08:22:00,urgent,39,3,3,2,False,True,13,False,True
13220,general-dev,general,rachel.wilson,2024-06-22 16:25:00,general,17,1,2,3,False,True,13,False,False
13221,phoenix-team,team,sarah.johnson,2024-06-22 15:15:00,urgent,36,3,0,1,False,True,13,False,True
13222,general-dev,general,mark.smith,2024-06-22 13:59:00,general,28,1,1,3,False,True,13,False,False
13223,modernization-effort,project,david.kumar,2024-06-22 19:54:00,general,17,1,2,2,True,True,13,False,False
13224,phoenix-daily,standup,jordan.davis,2024-06-22 23:08:00,general,17,0,0,1,True,True,13,False,False
13225,general-dev,general,emma.jones,2024-06-22 18:34:00,blocked,26,2,1,3,False,True,13,True,False
13226,production-alerts,alerts,david.kumar,2024-06-22 17:06:00,urgent,45,3,5,0,False,True,13,False,True
13227,general-dev,general,sam.miller,2024-06-22 17:47:00,general,33,1,0,4,False,True,13,False,False
13228,modernization-effort,project,james.taylor,2024-06-22 18:39:00,general,21,0,2,0,False,True,13,False,False
13229,production-alerts,alerts,tom.garcia,2024-06-22 02:38:00,urgent,34,2,0,2,True,True,13,False,True
13230,general-dev,general,sam.miller,2024-06-22 09:03:00,blocked,26,2,3,1,False,True,13,True,False
13231,modernization-effort,project,alex.brown,2024-06-23 07:33:00,general,33,1,0,3,True,True,13,False,False
13232,general-dev,general,jordan.davis,2024-06-23 15:20:00,general,28,1,0,4,False,True,13,False,False
13233,production-alerts,alerts,rachel.wilson,2024-06-23 17:51:00,general,28,1,1,2,False,True,13,False,False
13234,general-dev,general,jordan.davis,2024-06-23 03:53:00,general,17,0,1,3,True,True,13,False,False
13235,production-alerts,alerts,mark.smith,2024-06-23 23:51:00,general,17,0,1,3,True,True,13,False,False
13236,general-dev,general,rachel.wilson,2024-06-23 11:57:00,general,33,1,1,0,False,True,13,False,False
13237,architecture-discussion,technical,david.kumar,2024-06-23 13:19:00,general,28,1,1,4,False,True,13,False,False
13238,production-alerts,alerts,sarah.johnson,2024-06-23 13:49:00,blocked,26,1,3,1,False,True,13,True,False
13239,production-alerts,alerts,jordan.davis,2024-06-23 16:42:00,urgent,38,4,0,4,False,True,13,False,True
13240,general-dev,general,sam.miller,2024-06-23 18:04:00,general,21,1,1,0,False,True,13,False,False
13241,architecture-discussion,technical,sarah.johnson,2024-06-23 19:51:00,general,33,0,2,0,True,True,13,False,False
13242,production-alerts,alerts,jordan.davis,2024-06-23 17:12:00,general,28,0,2,3,False,True,13,False,False
13243,phoenix-team,team,sam.miller,2024-06-23 15:26:00,general,17,0,2,4,False,True,13,False,False
13244,phoenix-daily,standup,emma.jones,2024-06-23 14:12:00,blocked,24,1,4,3,False,True,13,True,False
13245,architecture-discussion,technical,lisa.chen,2024-06-23 07:35:00,general,17,0,2,0,True,True,13,False,False
13246,architecture-discussion,technical,ana.lopez,2024-06-23 17:54:00,blocked,24,3,6,3,False,True,13,True,False
13247,production-alerts,alerts,tom.garcia,2024-06-23 09:56:00,blocked,24,1,1,2,False,True,13,True,False
13248,phoenix-team,team,alex.brown,2024-06-23 16:00:00,urgent,36,3,4,2,False,True,13,False,True
13249,architecture-discussion,technical,rachel.wilson,2024-06-23 15:27:00,urgent,39,5,1,3,False,True,13,False,True
13250,architecture-discussion,technical,tom.garcia,2024-06-23 16:38:00,urgent,45,5,0,0,False,True,13,False,True
13251,modernization-effort,project,jordan.davis,2024-06-23 01:23:00,general,33,1,0,0,True,True,13,False,False
13252,modernization-effort,project,lisa.chen,2024-06-23 08:34:00,blocked,26,2,3,1,False,True,13,True,False
13253,general-dev,general,emma.jones,2024-06-23 04:40:00,urgent,39,4,4,3,True,True,13,False,True
13254,phoenix-team,team,james.taylor,2024-06-23 08:16:00,urgent,34,3,2,4,False,True,13,False,True
13255,general-dev,general,alex.brown,2024-06-23 00:23:00,urgent,36,2,0,1,True,True,13,False,True
13256,general-dev,general,tom.garcia,2024-06-23 12:49:00,urgent,39,2,0,2,False,True,13,False,True
13257,modernization-effort,project,james.taylor,2024-06-23 06:51:00,general,33,1,1,3,True,True,13,False,False
13258,phoenix-daily,standup,james.taylor,2024-06-23 18:10:00,blocked,22,3,1,0,False,True,13,True,False
13259,phoenix-daily,standup,mark.smith,2024-06-23 08:35:00,general,28,0,2,4,False,True,13,False,False
13260,production-alerts,alerts,sam.miller,2024-06-23 10:41:00,general,33,1,0,0,False,True,13,False,False
13261,architecture-discussion,technical,jordan.davis,2024-06-24 07:04:00,blocked,22,1,3,0,True,False,13,True,False
13262,phoenix-team,team,mark.smith,2024-06-24 10:24:00,general,21,0,2,1,False,False,13,False,False
13263,architecture-discussion,technical,lisa.chen,2024-06-24 14:33:00,urgent,45,5,4,3,False,False,13,False,True
13264,general-dev,general,emma.jones,2024-06-24 11:18:00,urgent,38,2,6,1,False,False,13,False,True
13265,general-dev,general,alex.brown,2024-06-24 05:41:00,urgent,38,4,4,0,True,False,13,False,True
13266,architecture-discussion,technical,rachel.wilson,2024-06-24 18:16:00,urgent,34,5,3,1,False,False,13,False,True
13267,production-alerts,alerts,mark.smith,2024-06-24 01:15:00,urgent,45,2,0,0,True,False,13,False,True
13268,phoenix-team,team,david.kumar,2024-06-24 16:11:00,general,21,1,0,2,False,False,13,False,False
13269,architecture-discussion,technical,david.kumar,2024-06-24 10:20:00,urgent,34,4,6,3,False,False,13,False,True
13270,architecture-discussion,technical,sam.miller,2024-06-24 08:26:00,urgent,39,2,3,0,False,False,13,False,True
13271,general-dev,general,lisa.chen,2024-06-24 21:34:00,general,33,1,2,3,True,False,13,False,False
13272,general-dev,general,sam.miller,2024-06-24 07:54:00,general,21,1,0,4,True,False,13,False,False
13273,general-dev,general,lisa.chen,2024-06-24 08:42:00,general,33,0,2,2,False,False,13,False,False
13274,general-dev,general,mark.smith,2024-06-24 15:22:00,urgent,45,5,4,1,False,False,13,False,True
13275,modernization-effort,project,rachel.wilson,2024-06-24 10:43:00,blocked,22,3,6,3,False,False,13,True,False
13276,architecture-discussion,technical,emma.jones,2024-06-24 21:55:00,blocked,22,3,4,0,True,False,13,True,False
13277,production-alerts,alerts,rachel.wilson,2024-06-24 12:48:00,blocked,22,1,2,2,False,False,13,True,False
13278,general-dev,general,alex.brown,2024-06-24 10:24:00,urgent,34,3,4,2,False,False,13,False,True
13279,phoenix-daily,standup,tom.garcia,2024-06-24 17:23:00,general,17,1,1,4,False,False,13,False,False
13280,modernization-effort,project,ana.lopez,2024-06-24 15:25:00,general,17,0,2,3,False,False,13,False,False
13281,phoenix-team,team,jordan.davis,2024-06-24 14:25:00,urgent,36,3,1,1,False,False,13,False,True
13282,modernization-effort,project,mark.smith,2024-06-24 12:21:00,general,21,0,0,4,False,False,13,False,False
13283,general-dev,general,rachel.wilson,2024-06-24 18:23:00,general,17,1,0,0,False,False,13,False,False
13284,general-dev,general,sam.miller,2024-06-24 13:48:00,general,21,1,1,1,False,False,13,False,False
13285,production-alerts,alerts,sam.miller,2024-06-24 22:14:00,general,17,1,0,4,True,False,13,False,False
13286,production-alerts,alerts,rachel.wilson,2024-06-24 17:23:00,urgent,39,4,3,1,False,False,13,False,True
