issue_key,issue_type,summary,epic_key,feature_key,sprint_number,created_date,updated_date,resolution_date,status,resolution,priority,original_estimate_points,final_estimate_points,time_spent_hours,assignee,reporter,has_acceptance_criteria,acceptance_criteria_added_after_start,requirements_changed_after_start,is_interrupt,has_external_dependency,days_blocked,number_of_reopens,labels,severity
PHOE-11449,Story,Implement Security Patches & Updates - Feature 4 functionality,,,12,2024-06-14 00:00:00,2024-06-14 00:00:00,,Blocked,,Medium,8.0,10.0,17,mark.smith,sarah.johnson,False,False,True,False,True,0,0,"['bau', 'maintenance']",
PHOE-11450,Story,Implement Payment Gateway Integration - Feature 1 functionality,,,12,2024-06-14 00:00:00,2024-06-17 00:00:00,,Blocked,,Highest,3.0,8.0,10,ana.lopez,sarah.johnson,False,True,False,False,True,6,0,['modernization'],
PHOE-11451,Story,Implement Usage Analytics Enhancement - Feature 2 functionality,,,12,2024-06-03 00:00:00,2024-06-04 00:00:00,2024-06-12 00:00:00,Done,Fixed,Low,2.0,3.0,9,mark.smith,sarah.johnson,False,True,True,True,True,0,0,"['bau', 'maintenance']",
PHOE-11452,Story,Implement CI/CD Pipeline Optimization - Feature 5 functionality,,,12,2024-06-14 00:00:00,2024-06-14 00:00:00,,To Do,,High,3.0,8.0,8,ana.lopez,sarah.johnson,False,True,True,False,True,0,0,"['bau', 'maintenance']",
PHOE-11453,Story,Implement Third-party Integration Updates - Feature 5 functionality,,,12,2024-06-08 00:00:00,2024-06-08 00:00:00,,To Do,,High,2.0,3.0,5,mark.smith,sarah.johnson,False,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-11454,Story,Implement Security Patches & Updates - Feature 6 functionality,,,12,2024-06-07 00:00:00,2024-06-07 00:00:00,2024-06-11 00:00:00,Done,Fixed,Highest,2.0,7.0,32,james.taylor,sarah.johnson,True,True,True,False,True,0,0,"['bau', 'maintenance']",
PHOE-11455,Story,Implement Kubernetes Migration - Feature 5 functionality,TECH-300,TECH-300-F05,12,2024-06-15 00:00:00,2024-06-15 00:00:00,2024-06-27 00:00:00,Done,Fixed,High,5.0,5.0,5,mark.smith,sarah.johnson,False,False,False,True,True,0,2,"['bau', 'maintenance']",
PHOE-11456,Story,Implement User Authentication Microservice - Feature 4 functionality,,,12,2024-06-12 00:00:00,2024-06-13 00:00:00,2024-06-17 00:00:00,Done,Fixed,Medium,5.0,10.0,11,mark.smith,sarah.johnson,False,True,True,False,True,0,2,['modernization'],
PHOE-11457,Story,Implement Single Sign-On Implementation - Feature 3 functionality,,,12,2024-06-10 00:00:00,2024-06-15 00:00:00,,Blocked,,Highest,5.0,6.0,10,ana.lopez,sarah.johnson,False,False,True,True,True,2,0,['modernization'],
PHOE-11458,Story,Implement Third-party Integration Updates - Feature 1 functionality,,,12,2024-06-03 00:00:00,2024-06-05 00:00:00,,In Progress,,Highest,1.0,2.0,14,mark.smith,sarah.johnson,True,True,True,True,True,0,3,"['bau', 'maintenance']",
PHOE-11459,Story,Implement Security Patches & Updates - Feature 3 functionality,,,12,2024-06-10 00:00:00,2024-06-15 00:00:00,,Code Review,,High,3.0,4.0,6,mark.smith,sarah.johnson,False,True,True,True,True,0,0,"['bau', 'maintenance']",
PHOE-11460,Story,Implement CI/CD Pipeline Optimization - Feature 5 functionality,,,12,2024-06-15 00:00:00,2024-06-18 00:00:00,,In QA,,Highest,3.0,3.0,20,mark.smith,sarah.johnson,False,True,True,False,True,0,0,"['bau', 'maintenance']",
PHOE-11461,Story,Implement Q2 Marketing Campaign Support - Feature 2 functionality,,,12,2024-06-10 00:00:00,2024-06-11 00:00:00,,In QA,,High,2.0,2.0,20,mark.smith,sarah.johnson,False,False,True,False,True,0,0,"['bau', 'maintenance']",
PHOE-11462,Story,Implement Payment Gateway Integration - Feature 5 functionality,MOD-104,MOD-104-F05,12,2024-06-10 00:00:00,2024-06-10 00:00:00,,Blocked,,Low,5.0,8.0,4,mark.smith,sarah.johnson,False,True,True,False,True,7,0,['modernization'],
PHOE-11463,Story,Implement Legacy Data Migration - Feature 6 functionality,,,12,2024-06-05 00:00:00,2024-06-10 00:00:00,,Ready for QA,,Low,1.0,6.0,1,mark.smith,sarah.johnson,False,False,True,False,False,0,0,['modernization'],
PHOE-11464,Story,Implement Security Compliance Updates - Feature 1 functionality,,,12,2024-06-14 00:00:00,2024-06-19 00:00:00,,Ready for QA,,Highest,5.0,7.0,14,mark.smith,sarah.johnson,False,False,True,True,True,0,0,"['bau', 'maintenance']",
PHOE-11465,Story,Implement Security Compliance Updates - Feature 1 functionality,,,12,2024-06-10 00:00:00,2024-06-14 00:00:00,,In Progress,,Low,8.0,13.0,13,mark.smith,sarah.johnson,False,True,True,True,True,0,3,"['bau', 'maintenance']",
PHOE-11466,Story,Implement Legacy Platform Maintenance - Feature 1 functionality,,,12,2024-06-04 00:00:00,2024-06-06 00:00:00,,In Progress,,Highest,2.0,2.0,17,mark.smith,sarah.johnson,True,False,True,False,True,0,0,"['bau', 'maintenance']",
PHOE-11467,Story,Implement Database Optimization - Feature 2 functionality,,,12,2024-06-16 00:00:00,2024-06-20 00:00:00,,To Do,,Highest,2.0,3.0,3,mark.smith,sarah.johnson,False,True,True,True,True,0,0,"['bau', 'maintenance']",
PHOE-11468,Story,Implement Legacy Data Migration - Feature 4 functionality,,,12,2024-06-09 00:00:00,2024-06-14 00:00:00,,To Do,,Medium,8.0,13.0,1,tom.garcia,sarah.johnson,False,True,True,True,True,0,0,['modernization'],
PHOE-11469,Story,Implement Customer Dashboard v2 - Feature 5 functionality,,,12,2024-06-06 00:00:00,2024-06-06 00:00:00,,Blocked,,Medium,5.0,6.0,10,tom.garcia,sarah.johnson,False,True,True,True,False,5,0,"['bau', 'maintenance']",
PHOE-11470,Story,Implement Single Sign-On Implementation - Feature 1 functionality,MOD-102,MOD-102-F01,12,2024-06-08 00:00:00,2024-06-10 00:00:00,,To Do,,Medium,13.0,15.0,16,mark.smith,sarah.johnson,True,False,True,True,True,0,3,['modernization'],
PHOE-11471,Story,Implement Single Sign-On Implementation - Feature 6 functionality,MOD-102,MOD-102-F06,12,2024-06-13 00:00:00,2024-06-15 00:00:00,,Ready for QA,,Low,2.0,5.0,17,david.kumar,sarah.johnson,False,False,False,True,True,0,0,['modernization'],
PHOE-11472,Story,Implement Security Patches & Updates - Feature 1 functionality,BAU-402,BAU-402-F01,12,2024-06-12 00:00:00,2024-06-14 00:00:00,,To Do,,Medium,2.0,5.0,13,mark.smith,sarah.johnson,False,False,True,False,True,0,0,"['bau', 'maintenance']",
PHOE-11473,Story,Implement Customer Dashboard v2 - Feature 7 functionality,,,12,2024-06-16 00:00:00,2024-06-17 00:00:00,,Blocked,,Low,3.0,4.0,16,mark.smith,sarah.johnson,False,False,False,True,True,7,0,"['bau', 'maintenance']",
PHOE-11474,Story,Implement Q2 Marketing Campaign Support - Feature 1 functionality,,,12,2024-06-12 00:00:00,2024-06-12 00:00:00,,Blocked,,High,2.0,2.0,18,mark.smith,sarah.johnson,False,False,True,False,True,4,0,"['bau', 'maintenance']",
PHOE-11475,Story,Implement Customer Dashboard v2 - Feature 6 functionality,BIZ-202,BIZ-202-F06,12,2024-06-06 00:00:00,2024-06-09 00:00:00,,Blocked,,Low,3.0,3.0,0,mark.smith,sarah.johnson,True,False,False,False,True,6,0,"['bau', 'maintenance']",
PHOE-11476,Story,Implement Regional Localization - Feature 2 functionality,BIZ-204,BIZ-204-F02,12,2024-06-09 00:00:00,2024-06-13 00:00:00,,To Do,,Highest,13.0,16.0,13,mark.smith,sarah.johnson,True,True,True,False,True,0,0,"['bau', 'maintenance']",
PHOE-11477,Story,Implement Q2 Marketing Campaign Support - Feature 2 functionality,BIZ-200,BIZ-200-F02,12,2024-06-04 00:00:00,2024-06-07 00:00:00,,Code Review,,Highest,1.0,4.0,18,james.taylor,sarah.johnson,False,True,True,False,True,0,0,"['bau', 'maintenance']",
PHOE-11478,Story,Implement Kubernetes Migration - Feature 2 functionality,TECH-300,TECH-300-F02,12,2024-06-03 00:00:00,2024-06-04 00:00:00,,In Progress,,Low,2.0,5.0,20,david.kumar,sarah.johnson,False,True,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-11479,Story,Implement Database Optimization - Feature 1 functionality,TECH-304,TECH-304-F01,12,2024-06-14 00:00:00,2024-06-17 00:00:00,2024-06-26 00:00:00,Done,Fixed,Low,5.0,10.0,31,mark.smith,sarah.johnson,False,False,True,False,False,0,0,"['bau', 'maintenance']",
PHOE-11480,Story,Implement Usage Analytics Enhancement - Feature 2 functionality,,,12,2024-06-07 00:00:00,2024-06-07 00:00:00,,Ready for QA,,Highest,2.0,2.0,6,mark.smith,sarah.johnson,True,False,False,True,True,0,0,"['bau', 'maintenance']",
PHOE-11481,Story,Implement Customer Issue Resolutions - Feature 2 functionality,BAU-403,BAU-403-F02,12,2024-06-08 00:00:00,2024-06-11 00:00:00,2024-06-13 00:00:00,Done,Fixed,Highest,5.0,8.0,21,mark.smith,sarah.johnson,False,True,True,True,True,0,0,"['bau', 'maintenance']",
PHOE-11482,Story,Implement Security Compliance Updates - Feature 8 functionality,,,12,2024-06-04 00:00:00,2024-06-07 00:00:00,,In Progress,,High,5.0,7.0,15,mark.smith,sarah.johnson,False,False,True,False,True,0,0,"['bau', 'maintenance']",
PHOE-11483,Story,Implement Performance Monitoring - Feature 2 functionality,,,12,2024-06-14 00:00:00,2024-06-16 00:00:00,,To Do,,Highest,3.0,5.0,9,mark.smith,sarah.johnson,False,False,True,False,False,0,0,"['bau', 'maintenance']",
PHOE-11484,Story,Implement Security Compliance Updates - Feature 1 functionality,,,12,2024-06-03 00:00:00,2024-06-07 00:00:00,,To Do,,Low,1.0,3.0,15,ana.lopez,sarah.johnson,False,True,True,True,True,0,0,"['bau', 'maintenance']",
PHOE-11485,Story,Implement Kubernetes Migration - Feature 5 functionality,,,12,2024-06-10 00:00:00,2024-06-12 00:00:00,,To Do,,High,3.0,3.0,4,mark.smith,sarah.johnson,False,True,True,True,True,0,0,"['bau', 'maintenance']",
PHOE-11486,Story,Implement Security Patches & Updates - Feature 5 functionality,BAU-402,BAU-402-F05,12,2024-06-12 00:00:00,2024-06-12 00:00:00,,Blocked,,High,1.0,4.0,1,mark.smith,sarah.johnson,False,False,False,True,True,0,3,"['bau', 'maintenance']",
PHOE-11487,Story,Implement Usage Analytics Enhancement - Feature 3 functionality,,,12,2024-06-04 00:00:00,2024-06-04 00:00:00,,In Progress,,Low,1.0,1.0,17,mark.smith,sarah.johnson,False,True,True,True,True,0,0,"['bau', 'maintenance']",
PHOE-11488,Story,Implement CI/CD Pipeline Optimization - Feature 5 functionality,,,12,2024-06-09 00:00:00,2024-06-10 00:00:00,2024-06-16 00:00:00,Done,Fixed,Highest,1.0,2.0,27,tom.garcia,sarah.johnson,False,False,True,True,True,0,0,"['bau', 'maintenance']",
PHOE-11489,Story,Implement Single Sign-On Implementation - Feature 6 functionality,MOD-102,MOD-102-F06,12,2024-06-05 00:00:00,2024-06-06 00:00:00,,Code Review,,Medium,3.0,6.0,3,tom.garcia,sarah.johnson,False,True,False,True,True,0,0,['modernization'],
PHOE-11490,Story,Implement Single Sign-On Implementation - Feature 2 functionality,,,12,2024-06-04 00:00:00,2024-06-05 00:00:00,2024-06-11 00:00:00,Done,Fixed,High,13.0,13.0,37,mark.smith,sarah.johnson,False,True,True,False,True,0,2,['modernization'],
PHOE-11491,Story,Implement Customer Dashboard v2 - Feature 7 functionality,BIZ-202,BIZ-202-F07,12,2024-06-16 00:00:00,2024-06-16 00:00:00,,Ready for QA,,Highest,1.0,3.0,3,mark.smith,sarah.johnson,False,False,True,False,True,0,0,"['bau', 'maintenance']",
PHOE-11492,Story,Implement Customer Data Platform - Feature 2 functionality,MOD-105,MOD-105-F02,12,2024-06-06 00:00:00,2024-06-08 00:00:00,,Ready for QA,,Low,5.0,6.0,9,mark.smith,sarah.johnson,False,True,True,True,True,0,0,['modernization'],
PHOE-11493,Story,Implement Kubernetes Migration - Feature 5 functionality,,,12,2024-06-12 00:00:00,2024-06-16 00:00:00,,In QA,,Medium,13.0,18.0,7,mark.smith,sarah.johnson,False,True,True,True,True,0,0,"['bau', 'maintenance']",
PHOE-11494,Story,Implement Usage Analytics Enhancement - Feature 3 functionality,,,12,2024-06-07 00:00:00,2024-06-08 00:00:00,,In Progress,,Low,2.0,4.0,12,mark.smith,sarah.johnson,False,True,True,False,False,0,0,"['bau', 'maintenance']",
PHOE-11495,Story,Implement Database Optimization - Feature 2 functionality,TECH-304,TECH-304-F02,12,2024-06-05 00:00:00,2024-06-06 00:00:00,,Code Review,,High,1.0,6.0,12,ana.lopez,sarah.johnson,False,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-11496,Story,Implement Customer Support Portal - Feature 2 functionality,,,12,2024-06-15 00:00:00,2024-06-20 00:00:00,,To Do,,Medium,3.0,3.0,7,mark.smith,sarah.johnson,False,True,True,False,False,0,0,"['bau', 'maintenance']",
PHOE-11497,Story,Implement Database Optimization - Feature 2 functionality,TECH-304,TECH-304-F02,12,2024-06-10 00:00:00,2024-06-15 00:00:00,,Blocked,,High,5.0,5.0,10,tom.garcia,sarah.johnson,False,True,False,True,True,8,0,"['bau', 'maintenance']",
PHOE-11498,Story,Implement Legacy Platform Maintenance - Feature 8 functionality,BAU-400,BAU-400-F08,12,2024-06-06 00:00:00,2024-06-10 00:00:00,,Blocked,,Highest,5.0,7.0,13,mark.smith,sarah.johnson,False,True,False,False,True,8,3,"['bau', 'maintenance']",
PHOE-11499,Story,Implement Mobile App Feature Parity - Feature 6 functionality,BIZ-201,BIZ-201-F06,12,2024-06-14 00:00:00,2024-06-14 00:00:00,2024-06-26 00:00:00,Done,Fixed,Highest,2.0,7.0,21,mark.smith,sarah.johnson,False,False,True,True,True,0,0,"['bau', 'maintenance']",
PHOE-11500,Story,Implement OAuth 2.0 Integration - Feature 1 functionality,,,12,2024-06-11 00:00:00,2024-06-14 00:00:00,,To Do,,Low,2.0,2.0,5,ana.lopez,sarah.johnson,False,True,True,True,True,0,0,['modernization'],
PHOE-11501,Story,Implement Q2 Marketing Campaign Support - Feature 2 functionality,,,12,2024-06-09 00:00:00,2024-06-09 00:00:00,,Blocked,,High,2.0,4.0,12,ana.lopez,sarah.johnson,False,False,True,False,False,1,0,"['bau', 'maintenance']",
PHOE-11502,Story,Implement Customer Data Platform - Feature 5 functionality,,,12,2024-06-05 00:00:00,2024-06-10 00:00:00,,Blocked,,High,3.0,4.0,6,mark.smith,sarah.johnson,False,True,True,True,True,6,2,['modernization'],
PHOE-11503,Bug,Production Issue: UI rendering problem,,,12,2024-06-12 00:00:00,2024-06-13 00:00:00,2024-06-15 00:00:00,Done,Fixed,Medium,,,11,david.kumar,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Critical
PHOE-11504,Bug,Production Issue: Payment processing error,BAU-402,,12,2024-06-06 00:00:00,2024-06-09 00:00:00,2024-06-15 00:00:00,Done,Fixed,High,,,12,emma.jones,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",High
PHOE-11505,Bug,Production Issue: Data sync issue,MOD-101,,12,2024-06-07 00:00:00,2024-06-07 00:00:00,2024-06-18 00:00:00,Done,Fixed,High,,,9,emma.jones,sarah.johnson,False,False,False,True,True,0,0,"['production', 'urgent']",Critical
PHOE-11506,Bug,Production Issue: Authentication failure,,,12,2024-06-04 00:00:00,2024-06-04 00:00:00,2024-06-15 00:00:00,Done,Fixed,Highest,,,2,david.kumar,alex.brown,False,False,False,False,False,0,0,"['qa-found', 'internal']",High
PHOE-11507,Bug,Production Issue: UI rendering problem,,,12,2024-06-03 00:00:00,2024-06-03 00:00:00,2024-06-13 00:00:00,Done,Fixed,High,,,16,mark.smith,sarah.johnson,False,False,False,True,False,0,2,"['production', 'urgent']",Critical
PHOE-11508,Bug,Production Issue: Authentication failure,,,12,2024-06-06 00:00:00,2024-06-07 00:00:00,2024-06-13 00:00:00,Done,Fixed,High,,,10,david.kumar,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",High
PHOE-11509,Bug,Production Issue: Payment processing error,MOD-101,,12,2024-06-03 00:00:00,2024-06-06 00:00:00,2024-06-10 00:00:00,Done,Fixed,Medium,,,12,mark.smith,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Critical
PHOE-11510,Bug,Production Issue: Authentication failure,TECH-301,,12,2024-06-06 00:00:00,2024-06-06 00:00:00,2024-06-17 00:00:00,Done,Fixed,Medium,,,16,mark.smith,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Medium
PHOE-11511,Bug,Production Issue: Data sync issue,,,12,2024-06-04 00:00:00,2024-06-04 00:00:00,2024-06-19 00:00:00,Done,Fixed,Highest,,,6,ana.lopez,sarah.johnson,False,False,False,True,False,0,2,"['production', 'urgent']",Medium
PHOE-11512,Bug,Production Issue: Authentication failure,TECH-303,,12,2024-06-13 00:00:00,2024-06-16 00:00:00,2024-06-19 00:00:00,Done,Fixed,Medium,,,6,david.kumar,sarah.johnson,False,False,False,True,True,0,0,"['production', 'urgent']",Critical
PHOE-11513,Bug,Production Issue: UI rendering problem,TECH-302,,12,2024-06-15 00:00:00,2024-06-17 00:00:00,2024-06-23 00:00:00,Done,Fixed,High,,,8,david.kumar,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Medium
PHOE-11514,Bug,Production Issue: UI rendering problem,MOD-103,,12,2024-06-15 00:00:00,2024-06-18 00:00:00,2024-06-17 00:00:00,Done,Fixed,Highest,,,14,david.kumar,sarah.johnson,False,False,False,True,True,0,0,"['production', 'urgent']",Critical
PHOE-11515,Bug,Production Issue: Payment processing error,BIZ-202,,12,2024-06-07 00:00:00,2024-06-08 00:00:00,2024-06-10 00:00:00,Done,Fixed,High,,,2,ana.lopez,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Critical
PHOE-11516,Bug,Production Issue: Data sync issue,,,12,2024-06-09 00:00:00,2024-06-11 00:00:00,2024-06-17 00:00:00,Done,Fixed,Highest,,,7,emma.jones,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Critical
PHOE-11517,Bug,Production Issue: Data sync issue,MOD-102,,12,2024-06-04 00:00:00,2024-06-07 00:00:00,2024-06-08 00:00:00,Done,Fixed,Medium,,,10,david.kumar,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Critical
PHOE-11518,Bug,Production Issue: Payment processing error,,,12,2024-06-09 00:00:00,2024-06-09 00:00:00,2024-06-18 00:00:00,Done,Fixed,High,,,3,david.kumar,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Medium
PHOE-11519,Bug,Production Issue: Data sync issue,,,12,2024-06-09 00:00:00,2024-06-11 00:00:00,2024-06-16 00:00:00,Done,Fixed,Highest,,,15,emma.jones,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Critical
PHOE-11520,Bug,Production Issue: Data sync issue,MOD-100,,12,2024-06-09 00:00:00,2024-06-11 00:00:00,2024-06-16 00:00:00,Done,Fixed,High,,,15,mark.smith,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",High
PHOE-11521,Bug,Production Issue: Authentication failure,,,12,2024-06-16 00:00:00,2024-06-16 00:00:00,2024-06-25 00:00:00,Done,Fixed,High,,,10,ana.lopez,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Medium
PHOE-11522,Bug,Production Issue: Authentication failure,,,12,2024-06-11 00:00:00,2024-06-11 00:00:00,2024-06-28 00:00:00,Done,Fixed,Medium,,,15,ana.lopez,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",High
PHOE-11523,Bug,Production Issue: Payment processing error,MOD-100,,12,2024-06-15 00:00:00,2024-06-18 00:00:00,2024-06-24 00:00:00,Done,Fixed,High,,,4,emma.jones,sarah.johnson,False,False,False,True,False,0,1,"['production', 'urgent']",Critical
PHOE-11524,Bug,Production Issue: Payment processing error,MOD-104,,12,2024-06-13 00:00:00,2024-06-14 00:00:00,2024-06-17 00:00:00,Done,Fixed,Highest,,,10,emma.jones,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Critical
PHOE-11525,Bug,Production Issue: Payment processing error,BAU-400,,12,2024-06-16 00:00:00,2024-06-18 00:00:00,2024-06-26 00:00:00,Done,Fixed,Highest,,,2,david.kumar,sarah.johnson,False,False,False,True,True,0,0,"['production', 'urgent']",Critical
PHOE-11526,Bug,Production Issue: Authentication failure,MOD-103,,12,2024-06-10 00:00:00,2024-06-10 00:00:00,2024-06-27 00:00:00,Done,Fixed,Highest,,,7,mark.smith,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Medium
PHOE-11527,Bug,Production Issue: Payment processing error,,,12,2024-06-08 00:00:00,2024-06-09 00:00:00,2024-06-15 00:00:00,Done,Fixed,Highest,,,14,ana.lopez,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",High
PHOE-11528,Bug,Production Issue: Authentication failure,TECH-300,,12,2024-06-08 00:00:00,2024-06-09 00:00:00,2024-06-21 00:00:00,Done,Fixed,Highest,,,4,mark.smith,alex.brown,False,False,False,False,False,0,1,"['qa-found', 'internal']",Medium
PHOE-11529,Bug,Production Issue: Payment processing error,BAU-400,,12,2024-06-07 00:00:00,2024-06-09 00:00:00,2024-06-17 00:00:00,Done,Fixed,Highest,,,14,mark.smith,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Medium
PHOE-11530,Bug,Production Issue: Payment processing error,MOD-105,,12,2024-06-09 00:00:00,2024-06-09 00:00:00,2024-06-18 00:00:00,Done,Fixed,Medium,,,10,emma.jones,sarah.johnson,False,False,False,True,True,0,1,"['production', 'urgent']",High
PHOE-11531,Bug,Production Issue: Authentication failure,,,12,2024-06-11 00:00:00,2024-06-12 00:00:00,2024-06-27 00:00:00,Done,Fixed,High,,,10,mark.smith,sarah.johnson,False,False,False,True,False,0,2,"['production', 'urgent']",Medium
PHOE-11532,Bug,Production Issue: Payment processing error,,,12,2024-06-14 00:00:00,2024-06-17 00:00:00,2024-06-23 00:00:00,Done,Fixed,Medium,,,11,mark.smith,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",High
PHOE-11533,Bug,Production Issue: Data sync issue,BIZ-201,,12,2024-06-08 00:00:00,2024-06-08 00:00:00,2024-06-25 00:00:00,Done,Fixed,Medium,,,14,david.kumar,sarah.johnson,False,False,False,True,True,0,0,"['production', 'urgent']",High
PHOE-11534,Bug,Production Issue: Authentication failure,,,12,2024-06-09 00:00:00,2024-06-11 00:00:00,2024-06-20 00:00:00,Done,Fixed,Highest,,,10,ana.lopez,sarah.johnson,False,False,False,True,True,0,0,"['production', 'urgent']",Medium
PHOE-11535,Bug,Production Issue: Payment processing error,BIZ-200,,12,2024-06-09 00:00:00,2024-06-11 00:00:00,2024-06-17 00:00:00,Done,Fixed,High,,,16,mark.smith,sarah.johnson,False,False,False,True,True,0,0,"['production', 'urgent']",High
PHOE-11536,Bug,Production Issue: Authentication failure,TECH-303,,12,2024-06-04 00:00:00,2024-06-04 00:00:00,2024-06-12 00:00:00,Done,Fixed,Highest,,,7,emma.jones,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Critical
PHOE-11537,Bug,Production Issue: Payment processing error,,,12,2024-06-14 00:00:00,2024-06-17 00:00:00,2024-06-28 00:00:00,Done,Fixed,High,,,6,david.kumar,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",High
PHOE-11538,Bug,Production Issue: Authentication failure,BAU-402,,12,2024-06-05 00:00:00,2024-06-06 00:00:00,2024-06-22 00:00:00,Done,Fixed,Highest,,,13,emma.jones,sarah.johnson,False,False,False,True,False,0,1,"['production', 'urgent']",High
PHOE-11539,Bug,Production Issue: Authentication failure,MOD-104,,12,2024-06-15 00:00:00,2024-06-17 00:00:00,2024-06-21 00:00:00,Done,Fixed,Highest,,,13,david.kumar,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Critical
PHOE-11540,Bug,Production Issue: Data sync issue,BIZ-201,,12,2024-06-04 00:00:00,2024-06-04 00:00:00,2024-06-17 00:00:00,Done,Fixed,High,,,4,ana.lopez,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",High
PHOE-11541,Bug,Production Issue: Authentication failure,MOD-106,,12,2024-06-05 00:00:00,2024-06-06 00:00:00,2024-06-17 00:00:00,Done,Fixed,Medium,,,4,david.kumar,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",High
PHOE-11542,Bug,Production Issue: Payment processing error,MOD-107,,12,2024-06-06 00:00:00,2024-06-06 00:00:00,2024-06-13 00:00:00,Done,Fixed,High,,,2,emma.jones,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Critical
PHOE-11543,Bug,Production Issue: Authentication failure,MOD-103,,12,2024-06-14 00:00:00,2024-06-17 00:00:00,2024-06-28 00:00:00,Done,Fixed,High,,,4,emma.jones,alex.brown,False,False,False,False,False,0,0,"['qa-found', 'internal']",Low
PHOE-11544,Bug,Production Issue: Data sync issue,,,12,2024-06-11 00:00:00,2024-06-12 00:00:00,2024-06-14 00:00:00,Done,Fixed,High,,,8,emma.jones,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Critical
PHOE-11545,Bug,Production Issue: Authentication failure,,,12,2024-06-06 00:00:00,2024-06-06 00:00:00,2024-06-13 00:00:00,Done,Fixed,Highest,,,11,emma.jones,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Critical
PHOE-11546,Bug,Production Issue: Payment processing error,BIZ-205,,12,2024-06-16 00:00:00,2024-06-16 00:00:00,2024-06-21 00:00:00,Done,Fixed,Medium,,,11,mark.smith,sarah.johnson,False,False,False,True,True,0,0,"['production', 'urgent']",High
PHOE-11547,Bug,Production Issue: UI rendering problem,MOD-101,,12,2024-06-12 00:00:00,2024-06-12 00:00:00,2024-06-21 00:00:00,Done,Fixed,Highest,,,12,mark.smith,sarah.johnson,False,False,False,True,True,0,0,"['production', 'urgent']",Critical
PHOE-11548,Bug,Production Issue: Payment processing error,,,12,2024-06-04 00:00:00,2024-06-07 00:00:00,2024-06-11 00:00:00,Done,Fixed,Medium,,,13,david.kumar,sarah.johnson,False,False,False,True,False,0,2,"['production', 'urgent']",High
PHOE-11549,Bug,Production Issue: UI rendering problem,BAU-400,,12,2024-06-12 00:00:00,2024-06-13 00:00:00,2024-06-17 00:00:00,Done,Fixed,Highest,,,2,david.kumar,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",High
PHOE-11550,Bug,Production Issue: Payment processing error,BIZ-204,,12,2024-06-06 00:00:00,2024-06-09 00:00:00,2024-06-19 00:00:00,Done,Fixed,High,,,16,mark.smith,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Critical
PHOE-11551,Bug,Production Issue: Authentication failure,,,12,2024-06-07 00:00:00,2024-06-07 00:00:00,2024-06-16 00:00:00,Done,Fixed,Medium,,,6,david.kumar,sarah.johnson,False,False,False,True,True,0,0,"['production', 'urgent']",Critical
PHOE-11552,Bug,Production Issue: UI rendering problem,BIZ-205,,12,2024-06-04 00:00:00,2024-06-07 00:00:00,2024-06-16 00:00:00,Done,Fixed,High,,,2,david.kumar,alex.brown,False,False,False,False,True,0,0,"['qa-found', 'internal']",Low
PHOE-11553,Bug,Production Issue: Authentication failure,,,12,2024-06-09 00:00:00,2024-06-10 00:00:00,2024-06-13 00:00:00,Done,Fixed,Medium,,,3,david.kumar,sarah.johnson,False,False,False,True,False,0,2,"['production', 'urgent']",Critical
